macho_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,class
1.3449.20,0.04555566,-6.939341000000001,226.5382,-1549.6470000000002,104.1621,-0.027641900000000004,-8.631428,260.2399,-2221.4539999999997,533.4341,0.059664487,0.044560538,0.032467533,39.98265448,3.682363834,1.7080000000000002,194.1242311,339.1287443,0.594802989,109,170,0.032133461,0.042688848,0.037769784,41.61069192,4.390763596,1.7080000000000002,194.41907080000001,316.84585380000004,0.57583648,70,54,9
1.3449.62,0.3992,-7.511513000000001,0.42358909999999994,-410.0623,48657.03,0.28529,-7.600492999999999,0.3872065,-823.2416,52541.5,0.024353644,1.634989915,0.0,17.52677318,0.914173585,0.08900000000000001,1.1101875959999998,594.1474151000001,0.485982825,0,0,0.016526053,1.6188331619999998,0.0,17.58828415,1.089609812,0.08900000000000001,1.110059947,485.32997689999996,0.471240741,0,0,5
1.3449.1327,3.530471,-4.8099099999999995,0.022648400000000003,564.1298,1567177.0,4.51166,-4.79397,0.007960967,272.0902,7253056.0,0.079765633,1.79146674,0.005519779,4.4337480430000005,1.685081552,-0.015,0.48392792700000004,296.79559539999997,0.465860027,0,0,0.062559187,1.8872734169999998,0.0038387720000000003,4.299651943,1.231564325,-0.015,0.483887465,240.70946510000002,0.464370309,0,0,6
1.3449.1459,2.237503,-4.50596,0.04429686,459.5643,164563.6,1.7627950000000001,-4.5666150000000005,0.03357298,113.9199,122007.9,0.079547833,1.671570191,0.007699711,2.432932621,1.39765369,0.052000000000000005,0.49386389299999994,181.9572605,0.493010055,1,0,0.057453163,1.713262944,0.0031712470000000003,2.415968576,1.9633242069999999,0.052000000000000005,0.49386389299999994,166.5165872,0.479783309,1,0,6
1.3450.53,0.1067275,-6.226627,234.9798,-590.5185,331.4334,-0.06686119,-7.820403999999999,303.6988,-1264.004,958.6946,0.15386407300000002,0.065655386,0.02238806,63.4073238,2.7736016439999998,1.6130000000000002,143.20221130000002,207.3513814,0.573116953,85,109,0.096280936,0.055552040999999996,0.023469387999999997,63.52351367,3.4124231469999997,1.6130000000000002,143.30777780000003,246.34817400000003,0.65200408,135,143,9
1.3451.9,0.28542470000000003,-8.315727,0.7684767,-501.7383,85660.24,-0.1904088,-8.587617,0.9630025999999999,-668.6652,100988.4,0.021789699,1.81518001,0.0,34.95316012,1.671033105,0.271,4.584379768,286.8076206,0.457806304,0,0,0.015602359,1.5327771280000002,0.0,34.34982279999999,2.450262027,0.271,4.5767913380000005,229.96065409999997,0.51260335,0,0,5
1.3451.33,0.6634419,-7.449333,0.1807636,-243.3136,321621.6,-0.2660035,-7.4878089999999995,0.5946524999999999,-208.6037,513745.9,0.026883752,1.7487551890000002,0.0,14.73425601,1.231498888,0.043,1.100848215,514.7950918,0.458634695,0,0,0.01895332,1.472378586,0.0,14.68905276,1.320354663,0.043,1.100848215,140.9447406,0.49498115200000004,1,0,5
1.3561.7,0.02651018,-7.564461,5.056136,-2188.13,61.35901,-0.15879939999999998,-8.638828,0.07657414,-1423.619,1206240.0,0.005899596,0.732300197,0.0008771930000000001,3.351816312,4.629326773,1.074,26.42589312,180.41064599999999,0.540517225,3,12,0.003686307,0.79591521,0.0014705879999999999,3.505804262,2.304134249,1.074,26.37753719,108.99029180000001,0.526549368,0,1,9
1.3562.12,-0.16347129999999999,-9.189601,2.095532,-815.2588,28224.59,0.12014780000000001,-9.467478,1.8871939999999998,-665.9154,119955.5,0.01906285,1.298326428,0.0,51.23388512,1.244999397,0.27899999999999997,8.403851167000001,605.0616647,0.48294031,0,0,0.012924966999999999,1.375967015,0.0,51.31178382,1.150454654,0.27899999999999997,8.414419576,185.61494040000002,0.48372602200000003,0,0,5
1.3562.17,0.04731681,-7.254903,41.94605,-1335.9160000000002,99.05008000000001,-0.01431422,-9.078322,289.0655,-1640.4270000000001,250.3347,0.024161231000000002,0.108093428,0.025270757999999997,20.97508378,4.273279724,1.8230000000000002,181.4577994,243.00721370000002,0.619302158,135,189,0.014047377,0.088158141,0.025718607999999997,22.39266615,3.1770238139999996,1.8230000000000002,181.1257554,188.7167821,0.603487442,92,84,9
1.3562.18,0.04194782,-7.250428,69.80608000000001,-1734.9679999999998,85.65263,0.02441731,-8.774417999999999,113.1019,-1375.481,505.8978,0.035687184,0.058280912000000004,0.015370705,31.89895741,4.269720418,1.528,93.89130269,279.9216144,0.5850228679999999,78,189,0.021573383999999998,0.071939112,0.018376723,32.77019665,4.233326945,1.528,93.68573555,147.8985592,0.56564686,35,117,9
1.3562.798,0.9219663,-5.252001,0.04166067,-491.8727,93768.43,0.6570756999999999,-5.291336,0.03901658,-471.7784,1044012.0,0.028800186000000002,2.1725949190000002,0.0009633910000000001,1.5575193969999999,1.420494529,0.043,0.618465574,202.64745280000002,0.469754159,0,0,0.022930386,2.14331919,0.0016420360000000001,1.651070756,1.222761347,0.043,0.618399799,121.52739720000001,0.499648821,0,1,6
1.3562.1159,1.016861,-4.764786,0.04820501,-173.2184,229528.6,2.129874,-4.891264,0.009517529,-166.9173,3649490.0,0.042485023,2.189946682,0.00097371,1.1442488000000002,1.268060191,0.147,0.644228874,171.6292895,0.45261055,1,0,0.037746808,2.054532318,0.001623377,0.572327805,1.248308074,0.147,0.644269939,74.38194026,0.460274374,0,0,6
1.3562.1596,1.122372,-4.833846,0.02318502,-428.8645,367251.0,-1.637743,-4.712047,0.006594353000000001,-339.4051,15157150.0,0.034076498,1.990615639,0.000922509,0.938505241,0.93131722,-0.12,0.28296777100000003,196.5001894,0.45825693100000003,0,0,0.031378698999999996,1.92675061,0.0,0.951692922,1.339926545,-0.12,0.28297951600000004,50.11825902,0.474844095,0,0,6
1.3563.29,-0.06875233,-7.517106,373.2277,-1252.198,459.2928,0.04448837,-8.960057,378.7492,-1040.923,3950.636,0.111463094,0.034966756,0.051844467000000005,88.83247294,2.924016814,1.485,181.5231852,449.1800605,0.614214141,140,160,0.070550657,0.03314886,0.071975498,89.24386273,3.6521164930000003,1.485,181.19114119999998,302.9614294,0.654246846,118,134,9
1.3563.34,0.2632282,-8.571773,0.8673594000000001,-582.6611,68476.48,0.1975055,-8.828099,0.7574936,-553.4984,618297.2,0.020989402,1.685547979,0.0,36.0409782,1.186103038,0.258,4.9960333630000004,448.6491221,0.463202761,0,0,0.014038591000000001,1.826858801,0.0,35.19489257,1.2391283770000001,0.258,4.996061623,251.10955180000002,0.469269017,0,0,5
1.3563.1109,1.945195,-5.100884,0.01555657,-166.5822,421959.4,3.0859520000000003,-5.126547,0.003022371,-305.1205,81712770.0,0.041726272,2.021147939,0.0008733619999999999,1.3987082130000001,1.766649254,0.038,0.299985333,219.4720756,0.47357486600000004,0,0,0.03094852,2.042977359,0.0,1.208821155,1.570768074,0.038,0.299976408,138.46206999999998,0.439026029,0,0,6
1.3563.1182,1.481991,-4.9560949999999995,0.02142478,-147.5656,1357802.0,0.2016066,-5.003151,0.5929178,-206.3287,563.7093,0.041411500000000004,2.064875014,0.0,1.020981825,1.030126849,0.055,0.345239344,165.9498059,0.438903297,0,0,0.033331815,1.7960474869999998,0.001597444,0.946882439,1.12249,0.055,0.345220627,100.2184912,0.440005232,0,0,6
1.3564.32,-0.1012144,-6.715542999999999,80.06371,-701.9787,163.5158,0.04651273,-8.198508,272.7101,-814.92,393.0656,0.09196738900000001,0.046946197,0.041431262,30.18617362,4.475242262,1.495,160.109823,429.2942643999999,0.589746399,152,157,0.064348613,0.045550797999999997,0.049230769,30.49968765,4.5351350980000005,1.495,159.816843,274.12215519999995,0.611034964,83,87,9
1.3564.441,0.7842663000000001,-5.567094,0.04679055,-663.2878,65282.12,-0.46307200000000004,-5.838732,0.04127055,-740.0579,460428.9,0.024318781,1.7909203480000002,0.004385965,1.5225085980000002,1.393498926,0.273,0.481492163,250.30810879999999,0.493928775,1,0,0.014111331000000001,1.775868361,0.0,1.55705378,1.407518268,0.273,0.324714513,91.29670805,0.484272286,0,0,6
1.3564.981,1.634484,-5.000881,0.05229113,173.9734,585287.4,1.965648,-5.053969,0.02229179,-37.24374,5339645.0,0.054664232,2.0267051130000002,0.004803074,3.3742939,1.3441831030000002,0.055999999999999994,0.5882574,275.2450189,0.463311982,0,0,0.04392172900000001,2.1186120330000002,0.001647447,3.4522262489999997,1.316765822,0.055999999999999994,0.588325321,107.8519952,0.450586186,0,0,6
1.3564.1177,2.4251869999999998,-5.138063,0.01002896,-204.4384,1267808.0,2.656755,-5.214251,0.0042249620000000005,-322.5606,47775850.0,0.037747307,1.968795371,0.0,1.102157432,1.36819683,0.092,0.620297856,107.65178030000001,0.44675222299999995,0,0,0.027101886000000002,2.037579113,0.0,1.382494655,1.157917415,0.092,0.382444585,70.73643391,0.452912635,0,0,6
1.3564.1324,1.425829,-4.929453,0.04332182,-10.54883,303017.6,0.8714273000000001,-5.06273,0.05120927,-223.0636,525204.3,0.048127882000000004,2.1162949269999998,0.0,2.007286082,0.824404134,0.14400000000000002,0.601119035,307.4767562,0.470142596,0,0,0.033594715,2.1512137730000003,0.001579779,1.9814445440000001,0.964686831,0.14400000000000002,0.601081047,104.3829675,0.467560679,1,1,6
1.3565.23,0.05193067,-7.4216169999999995,22.72531,-1334.781,47.31305,-0.01664668,-9.199330999999999,74.62043,-1511.47,295.4704,0.020372323,0.205901451,0.034775232999999996,11.19117772,6.332018682,1.7790000000000001,907.615926,241.6023536,0.636811655,211,233,0.010078621999999999,0.079845652,0.040462427999999995,11.30933838,5.581419341,1.7790000000000001,905.9525077,186.78450769999998,0.66536665,102,152,9
1.3565.47,0.4922722,-8.046421,0.3900289,-89.92188,504952.1,0.36666420000000005,-8.27622,0.3143458,-173.5119,3999886.0,0.027400607,1.9594690380000002,0.003344482,32.97711946,1.358490143,0.23,3.079655308,201.653396,0.48267397100000003,2,0,0.017710653,2.227433448,0.0,33.54013227,0.913036915,0.23,3.080347957,138.2359111,0.49331811799999997,0,2,5
1.3565.87,-0.3022053,-7.553028,0.2088471,-1034.129,110590.4,0.1603521,-7.683377,0.3461318,-731.4112,102807.9,0.013281144,2.037020868,0.0,7.0101453529999995,1.46980957,0.132,1.265396091,380.921457,0.453489488,0,0,0.008985298000000001,1.9934689559999998,0.001814882,7.189185061,1.467249399,0.132,1.265433783,194.29631369999998,0.45437860799999996,0,1,5
1.3565.579,2.474543,-5.370735,0.0163169,51.99893,1390462.0,6.24212,-5.0648349999999995,0.009329349,454.6522,65206220.0,0.045627061,1.9579295330000002,0.0,1.948365219,2.01431141,-0.34299999999999997,0.569190086,155.43516069999998,0.454612942,0,0,0.09376535800000001,1.766507221,0.00152439,1.987043303,1.7023943559999999,-0.34299999999999997,0.569186831,31.89522141,0.484157679,0,0,6
1.3566.826,1.6975099999999999,-5.017332,0.056844500000000006,260.029,157821.5,1.4673399999999999,-5.057306,0.04144347,-35.06563,2727756.0,0.059499095,2.143234261,0.004541326,3.7566172310000003,0.749261582,0.044000000000000004,0.5611804979999999,325.4094931,0.46716948399999997,0,0,0.045072337999999997,1.960426571,0.0,3.8121265010000003,1.1828216,0.044000000000000004,0.359091506,109.0037218,0.465702743,0,0,6
1.3566.1641,3.038704,-4.695954,0.03094813,590.0962,561157.4,2.605769,-4.784476000000001,0.02010125,113.6441,5331085.0,0.084316381,1.702797005,0.005434783,3.7627167810000004,1.234516578,0.094,0.494705015,327.5154776,0.492307155,0,0,0.05811501,1.630626829,0.006116208000000001,3.8012412510000004,1.6739843330000002,0.094,0.494698895,161.5478202,0.479062544,0,0,6
1.3566.1773,1.7620169999999997,-4.5251,0.05143719,398.4659,112216.1,1.2741790000000002,-4.693612,0.04139073,-4.910866,739108.9,0.07321758099999999,2.1372609469999997,0.00092081,1.4783884090000001,0.92534862,0.188,0.54809857,241.94083019999997,0.451674329,0,0,0.050889948,1.974845143,0.00154321,1.473873309,1.180700837,0.188,0.548090848,115.2571775,0.45485580299999995,0,0,6
1.3567.1010,0.3919276,-7.175147,0.3921522,-474.9721,33915.4,0.2663808,-7.552039,0.4005114,-938.8518,29475.99,0.025151733,2.1034641069999997,0.0,17.58656388,1.483532638,0.377,2.925445895,378.5670743,0.46381282,0,0,0.016320428,2.095872419,0.0,17.82682565,1.620802726,0.377,2.9267387,536.3289164,0.456922786,0,0,5
1.3567.2570,4.5927169999999995,-4.153943,0.008050791,479.5956,1107423.0,3.082163,-4.441398,0.01532256,366.904,566225.7,0.08671046,1.891987645,0.0008976660000000001,0.847677563,1.557612349,0.29,0.584585768,68.08137118,0.46850171700000004,0,0,0.071831751,1.920606918,0.0,0.531412986,1.8754181069999998,0.29,0.58467644,73.10630529,0.46269783299999995,0,0,6
1.3568.742,0.8361975,-5.756245,0.02392934,-995.5496,428564.8,1.025758,-5.542593,0.01907542,-806.4068,877761.1,0.01751745,1.983834231,0.0,1.9055808490000001,1.7949349430000001,-0.217,0.36696452,127.0759764,0.458410529,0,0,0.021528434,1.9375390730000002,0.00088968,1.8481329519999998,1.4930950719999998,-0.217,0.366828435,67.60746482,0.455321663,0,0,6
1.3568.998,-0.7284313,-5.023555,0.09038238,-290.4408,13871.48,0.6632661,-5.135987999999999,0.06436064,-505.9322,23763.19,0.036895179,1.826642404,0.0,1.382602981,1.1796764929999999,0.115,0.884816382,323.1501929,0.45495024100000003,0,0,0.030530821,1.893309092,0.000895255,1.240759042,0.9373363720000001,0.115,0.884872234,253.085662,0.467354728,0,0,6
1.3568.1480,1.557536,-4.947601000000001,0.02387687,-218.6938,260122.5,2.269597,-4.732131,0.01216782,-162.726,1165996.0,0.040350787,2.0143222709999997,0.008992805999999999,1.344345845,1.68978953,-0.217,0.327912553,195.9095861,0.44865924700000004,0,0,0.043709284,1.854014756,0.0018018020000000001,1.259870164,1.4099345890000001,-0.217,0.327933089,208.98494,0.47315191,0,0,6
1.3570.29,0.3289086,-8.287637,0.2816212,-855.6998,168835.6,0.2280967,-8.432566,0.2751215,-1251.576,134360.0,0.015285521000000002,2.109896645,0.0,21.661747199999997,1.146993815,0.14400000000000002,2.3149397240000003,369.1329454,0.46471628299999995,0,0,0.010285818,2.112998929,0.0,21.79861385,1.065000643,0.14400000000000002,2.316482546,456.86793830000005,0.459743826,0,0,5
1.3570.32,0.4716095,-7.931837,0.3420847,-326.123,188378.9,0.33398479999999997,-8.081297,0.3410902,-716.9795,275812.1,0.025187228,2.137102497,0.004413063,27.27434837,0.9402505659999999,0.149,2.688169373,451.4029903,0.449881852,0,0,0.017511421,2.141889344,0.0,27.880012899999997,0.914880602,0.149,2.686936812,431.0745113,0.47444192399999996,0,0,5
1.3570.930,1.6647919999999998,-4.979356,0.06106761,193.3296,494068.2,1.389653,-5.020189,0.04682312,-66.09309,976672.5,0.060439657,1.9497843119999998,0.005952381,4.264732886,1.353388367,0.044000000000000004,0.585027759,255.6092389,0.473219315,3,1,0.044038689000000006,2.0939381669999997,0.0024721879999999997,4.335086434,0.913617861,0.044000000000000004,0.585096086,183.5290542,0.46398718200000005,0,0,6
1.3570.1180,1.146735,-5.008381,0.06742395,243.6691,49962.25,1.197289,-5.173925,0.04098116,38.49134,134718.9,0.061148375,1.920099141,0.005102041,1.08227474,1.873614155,0.188,0.696212114,130.77631159999999,0.468987549,0,0,0.048575383,1.855971887,0.002202643,0.917304885,1.84009337,0.188,0.696212114,64.45818601,0.456622407,0,0,6
1.3571.21,0.05758946,-7.690889,73.90201,-1408.025,245.0155,-0.02040226,-8.9923,322.2343,-2441.065,305.5491,0.041749471,0.037364585,0.016143498,47.08472796,4.114412851,1.3019999999999998,208.82772880000002,268.08667760000003,0.6110695660000001,155,187,0.027096865,0.023051972999999996,0.02807971,48.18952157,4.097406734,1.3019999999999998,209.4498291,309.287322,0.587453818,76,105,9
1.3571.25,0.16359749999999998,-8.495631,0.3337495,-1601.221,57002.9,0.1290548,-8.607547,0.29203629999999997,-1898.0179999999998,47418.89,0.008138596,2.087464029,0.0,13.09395841,1.1259021409999999,0.11199999999999999,2.468428007,628.4219937,0.462453379,0,0,0.005848095,2.039056134,0.0,12.89998998,1.8099281130000002,0.11199999999999999,2.467694462,448.9071937,0.47698118799999994,0,0,5
1.3571.31,0.5047476,-8.093909,0.43240920000000005,-126.1979,275176.9,0.3364776,-8.324086,0.43534520000000004,-589.2269,231893.6,0.029701517,2.086967198,0.007915567,39.94233832,0.9055391709999999,0.23199999999999998,3.266513505,385.3293223,0.467787148,0,0,0.019311967,2.1315867319999997,0.0,40.08225616,0.898334725,0.23199999999999998,3.263629486,308.61161239999996,0.453440832,0,0,5
1.3571.877,1.601707,-5.143219,0.05333157,135.1857,254424.5,1.113536,-5.1656949999999995,0.06088262,-180.2993,245234.9,0.05188521,1.823140525,0.010958903999999998,4.236754522,0.9360993320000001,0.019,0.5121046229999999,268.1688262,0.48013832100000003,0,0,0.039631893,1.7963745619999998,0.003683241,4.292185588,1.301535082,0.019,0.512102272,234.3901379,0.460886413,0,0,6
1.3571.965,1.3430309999999999,-5.260525,0.02359759,-441.5379,355087.6,0.9266049999999999,-5.217509,0.02461873,-715.7853,351412.7,0.030738555,2.15920026,0.0,1.726646788,0.918271445,-0.046,0.35387229600000003,204.9933238,0.466340981,0,0,0.02405993,2.068965001,0.000928505,1.74381804,0.935436956,-0.046,0.35385686299999997,220.9016642,0.46856019,0,0,6
1.3571.1343,2.312505,-4.7741940000000005,0.03685748,374.1041,580654.3,2.024304,-4.817024,0.02718178,94.48912,854922.1,0.068004934,1.7904865140000001,0.004770992,3.201163213,0.977550818,0.035,0.5045297639999999,283.5844622,0.448599521,0,0,0.051622312999999996,1.841573049,0.002979146,3.21105758,0.8066300679999999,0.035,0.5045297639999999,203.32053330000002,0.476883513,0,0,6
1.3572.23,0.8801957,-8.009705,0.3381431,395.5341,250600.3,0.6513119,-8.134839999999999,0.3022038,-12.2186,149194.8,0.046363367,2.080816686,0.008928571,30.89532944,0.8061000190000001,0.131,2.574117326,387.396181,0.438614599,0,0,0.031797216,2.108353917,0.004541326,30.72922146,0.843156404,0.131,2.57358013,263.48516,0.463952355,0,0,5
1.3572.488,1.410196,-4.856782,0.05831684,97.65718000000001,78937.3,0.9735318000000001,-4.790832,0.06367263,-103.7977,30382.66,0.052907538,2.16281355,0.002806361,1.867651444,1.217718908,-0.073,0.610560737,305.55271669999996,0.460620737,0,0,0.045126609000000005,2.182584189,0.0019193860000000001,1.869534711,0.9576586579999999,-0.073,0.610583224,186.0450608,0.47384914200000006,0,0,6
1.3683.25,0.3500258,-8.505859,0.3054627,-711.7554,521343.5,0.25968379999999996,-8.588692,0.2581965,-665.768,2738956.0,0.016581556,2.1156756480000003,0.0,28.5781663,0.871133264,0.08199999999999999,2.152441251,317.41327989999996,0.46722172100000003,0,0,0.01113817,2.3352091230000003,0.0,28.19581864,0.663429513,0.08199999999999999,2.151913791,317.1433254,0.478835237,0,0,5
1.3683.51,0.04286282,-6.317357,255.0017,-1369.787,31.380190000000002,-0.02599285,-8.475665,298.2906,-2168.7470000000003,259.2354,0.072369397,0.039488099,0.015296367,31.80156601,4.238533145,2.17,226.82145830000002,326.7672277,0.633314829,203,223,0.036251209,0.020650454,0.030331754,31.52810431,4.920627095,2.17,226.9039815,304.66049449999997,0.658632045,186,212,9
1.3683.948,1.1608479999999999,-5.108607,0.07179119,-9.159908,440591.5,1.003854,-5.067099,0.05646287,-191.1849,479237.4,0.046410498,1.981252077,0.001582279,2.585731345,0.976597224,-0.03,0.559322515,181.5410211,0.453848796,0,0,0.037451859,2.036433497,0.0,2.614898499,1.2042275470000001,-0.03,0.559265187,98.97308447,0.477086137,0,0,6
